"Date","Entry (tags)","Expense amount","Income amount","Currency","Amount in main currency","Main currency","Description"
"2014-03-20","mancare","3,00","","RON","3,00","RON","buseu la scoala"
"2014-03-20","facturi","67,00","","RON","67,00","RON","UPC"
"2014-03-19","mancare","4,80","","RON","4,80","RON","apa la scoala si paine"
"2014-03-18","transport","53,00","","RON","53,00","RON","abonament expres 7"
"2014-03-17","cadouri","9,99","","RON","9,99","RON","lalele pentru cami"
"2014-03-17","mancare","17,15","","RON","17,15","RON","iaurt, lapte, unt"
"2014-03-17","economii","1.316,00","","RON","1.316,00","RON","salarul lui Cami si 100 lei de la Sergiu , din cei 1000 lei (900 sunt dati la Aki imprumut) - 350 lei pentru"
"2014-03-17","donatie","200,00","","RON","200,00","RON","datoria de la Elu am dat-o la mami Lidia pentru impozit"
"2014-03-17","cadouri","21,00","","RON","21,00","RON","flori pentru D-na codruta Soica -prof univ"
"2014-03-17","mancare","2,00","","RON","2,00","RON","covrig la scoala"
"2014-03-17","donatie","500,00","","RON","500,00","RON","10 % la vox si oscet"
"2014-03-16","donatie","10,00","","RON","10,00","RON","colecta la vox"
"2014-03-16","in oras","49,00","","RON","49,00","RON","la  pizza cu Carmen, Miri si Sergiu la grinette - 2 bonuri - 34 ron + 55 ron"
"2014-03-14","donatie","36,38","","RON","36,38","RON","cumparaturile pentru pecica"
"2014-03-14","igiena","14,58","","RON","14,58","RON","absorbante"
"2014-03-14","cadouri","18,99","","RON","18,99","RON","flori pt mami lidia"
"2014-03-14","motorina","200,02","","RON","200,02","RON","inainte de plecarea la Pecica"
"2014-03-14","mancare","3,00","","RON","3,00","RON","covrigi pentru cami si carmen"
"2014-03-13","in oras","9,00","","RON","9,00","RON","shaorma cu Miri"
"2014-03-12","in oras","2,00","","RON","2,00","RON","corn cu ciocolata impreuna cu Miri"
"2014-03-12","mancare","10,50","","RON","10,50","RON","shaorma si apa la scoala"
"2014-03-11","mancare","113,26","","RON","113,26","RON","mancare de la kaufland"
"2014-03-11","casa","5,98","","RON","5,98","RON","desfundator de tevi granule"
"2014-03-11","igiena","33,86","","RON","33,86","RON","tot ce ne trebuie si altele"
"2014-03-11","dulciuri","32,33","","RON","32,33","RON","dulciuri de la kaufland ... diverse"
"2014-03-11","diverse","0,69","","RON","0,69","RON","dosar plic"
"2014-03-11","comisioane bancare","3,51","","RON","3,51","RON","tranzactie imprumut Aki"
"2014-03-11","imprumut","900,00","","RON","900,00","RON","la Aki pana in mai"
"2014-03-10","dulciuri","3,40","","RON","3,40","RON","cioco de casa si mentosane"
"2014-03-10","mancare","4,00","","RON","4,00","RON","zahar"
"2014-03-09","mancare","3,60","","RON","3,60","RON","paine pentru bic"
"2014-03-08","in oras","10,00","","RON","10,00","RON","plascapui langa mall, mancata in botanic cu bicicletele"
"2014-03-08","in oras","30,00","","RON","30,00","RON","segafredo, cu sabina"
"2014-03-08","mancare","6,20","","RON","6,20","RON","paine si oua de la prospero"
"2014-03-07","in oras","10,00","","RON","10,00","RON","cu grupul de ucenicie"
"2014-03-07","cadouri","9,99","","RON","9,99","RON","lalele rosii pentru sotia mea, de la lidl."
"2014-03-07","mancare","1,99","","RON","1,99","RON","iaurt lidl"
"2014-03-06","mancare","7,37","","RON","7,37","RON","iaurt, franzela, biscuiti"
"2014-03-06","donatie","1,63","","RON","1,63","RON","oscet, completare de la cei bugetati"
"2014-03-06","in oras","9,00","","RON","9,00","RON","cu rut in complex"
"2014-03-05","mancare","40,50","","RON","40,50","RON","piept pui, conserva ananas, ardei rosu, sos uncle ben sweet and sour, paine de la kauffland si calzone din centru (3 lei)"
"2014-03-04","igiena","2,00","","RON","2,00","RON","4 masti chirurgicale pentru Sergiu"
"2014-03-04","diverse","4,00","","RON","4,00","RON","dosar si legare referat nr 1 pt doctorat"
"2014-03-03","mancare","9,00","","RON","9,00","RON","de la lidl"
"2014-03-03","masina","119,00","","RON","119,00","RON","bare transversale"
"2014-03-03","facturi","245,00","","RON","245,00","RON","intretinerea luna ianuarie"
"2014-03-03","in oras","7,00","","RON","7,00","RON","cu tabita, Maria, Lari la Mc"
"2014-03-03","mancare","2,50","","RON","2,50","RON","apa la scoala"
"2014-03-02","pierderi","30,00","","RON","30,00","RON","????"
"2014-03-02","donatie","10,00","","RON","10,00","RON","colecta la vox"
"2014-03-02","dulciuri","17,98","","RON","17,98","RON","napolitane si placinta cu branza"
"2014-03-02","mancare","32,15","","RON","32,15","RON","ciolan, condimente, fructe, brocoli"
"2014-03-01","mancare","8,00","","RON","8,00","RON","paine, merdenele"
"2014-03-01","sanatate","300,00","","RON","300,00","RON","ochelari pentru sergiu"
"2014-02-28","comisioane bancare","3,00","","RON","3,00","RON","internet bancking"
"2014-02-28","in oras","20,00","","RON","20,00","RON","shaorma de vineri seara"
"2014-02-28","cadouri","20,00","","RON","20,00","RON","flori pentru fetele de la spital"
"2014-02-28","facturi","39,08","","RON","39,08","RON","Orange incarcare"
"2014-02-27","mancare","22,57","","RON","22,57","RON","paine, lapte, banane, pere de la lidl"
"2014-02-27","cadouri","8,00","","RON","8,00","RON","martisor pt florina"
"2014-02-27","transport","4,00","","RON","4,00","RON","2 bilete ratt pt"
"2014-02-27","in oras","9,00","","RON","9,00","RON","shaorma la pranz intre scoala si spital"
"2014-02-26","mancare","2,70","","RON","2,70","RON","Paine"
"2014-02-26","igiena","14,00","","RON","14,00","RON","Tuns Sergiu de dragul lui Cami"
"2014-02-26","mancare","141,00","","RON","141,00","RON","shake herbal life"
"2014-02-25","mancare","7,47","","RON","7,47","RON","Iaurt, paine, smantana de la lidl"
"2014-02-25","cadouri","9,99","","RON","9,99","RON","Lalele pt Cami"
"2014-02-25","cadouri","14,00","","RON","14,00","RON","2 martisoare (miri si ioana)"
"2014-02-25","cadouri","20,00","","RON","20,00","RON","flori pentru doctoratul lui Ana Negrulescu"
"2014-02-24","cadouri","1,00","","RON","1,00","RON","poza pentru Lore"
"2014-02-24","mancare","2,50","","RON","2,50","RON","apa la scoala"
"2014-02-23","donatie","1,00","","RON","1,00","RON","la colecta la biserica"
"2014-02-22","masina","200,00","","RON","200,00","RON","toba de esapament"
"2014-02-22","economii","2.587,00","","RON","2.587,00","RON","1300 salar cami
1000 salar sergiu
287 - din minusul de luna trecuta
-am pus de fapt 2850  pt ca luna trecuta am luat din economii 550 lei cand am plecat la munte. 287 lei an folosit, se regasesc din minus si 263 au ramas ca plus la noi in cont, insa nu i-am trecut la income, de aceea nici nu i-am scazut"
"2014-02-21","electronice","105,00","","RON","105,00","RON","aduse de nicu dela bucuresti"
"2014-02-21","mancare","9,00","","RON","9,00","RON","shaorma - cami la scoala"
"2014-02-21","mancare","30,00","","RON","30,00","RON","pizza de vineri seara"
"2014-02-21","cadouri","35,00","","RON","35,00","RON","caiet pentru Lore -grup ucenicie"
"2014-02-21","donatie","40,00","","RON","40,00","RON","la Miri"
"2014-02-20","mancare","34,63","","RON","34,63","RON","banane, grapefruit, paine, lapte, branza de la auchan"
"2014-02-20","cadouri","7,00","","RON","7,00","RON","brosa pentru cami"
"2014-02-20","dulciuri","22,57","","RON","22,57","RON","praline si ciocolata calda"
"2014-02-20","cadouri","62,80","","RON","62,80","RON","pentru cei doi nepoti de ziua lui Robert"
"2014-02-20","facturi","65,00","","RON","65,00","RON","UPC"
"2014-02-19","donatie","500,00","","RON","500,00","RON","10 % - 400 la vox , 100 la oscet"
"2014-02-19","mancare","1,00","","RON","1,00","RON","covrig"
"2014-02-17","in oras","6,00","","RON","6,00","RON","taxi pana acasa de la casa bunicii"
"2014-02-17","in oras","6,00","","RON","6,00","RON","la chelner la casa bunicii"
"2014-02-17","in oras","67,50","","RON","67,50","RON","cina la casa bunicii de ziua lui Sergiu"
"2014-02-16","mancare","16,90","","RON","16,90","RON","lapte, unt, portocale"
"2014-02-16","dulciuri","17,01","","RON","17,01","RON","popcorn, pufuleti, ciocolata crem"
"2014-02-16","igiena","4,45","","RON","4,45","RON","detergent de vase"
"2014-02-16","diverse","9,99","","RON","9,99","RON","dvd mary poppins"
"2014-02-16","donatie","10,00","","RON","10,00","RON","la vox la colecta"
"2014-02-15","motorina","151,05","","RON","151,05","RON","la plecare spre Soimos si Pecica"
"2014-02-15","electronice","48,00","","RON","48,00","RON","placa de par remington"
"2014-02-15","igiena","1,00","","RON","1,00","RON","servetele umede"
"2014-02-15","donatie","20,45","","RON","20,45","RON","fructe si suc pentru pecica"
"2014-02-15","cadouri","9,99","","RON","9,99","RON","lalele pentru mami Lidia"
"2014-02-15","donatie","93,50","","RON","93,50","RON","fam sass, 10 bonuri de 9,35"
"2014-02-14","electronice","50,00","","RON","50,00","RON","diferenta de la laptop."
"2014-02-14","dulciuri","8,99","","RON","8,99","RON","multe inimioare rosii de 14 febr. raspandite prin cutia de u410"
"2014-02-14","mancare","3,70","","RON","3,70","RON","painea bunicii"
"2014-02-14","transport","42,50","","RON","42,50","RON","RATT abonament linia 33"
"2014-02-13","mancare","15,00","","RON","15,00","RON","Lapte si banane."
"2014-02-13","cadouri","9,99","","RON","9,99","RON","Lalele pt. Sotia mea draga"
"2014-02-12","casa","11,19","","RON","11,19","RON","desfundator tevi"
"2014-02-12","igiena","12,67","","RON","12,67","RON","albsorbante + burete de baie"
"2014-02-12","mancare","10,64","","RON","10,64","RON","ciuperci"
"2014-02-11","masina","10,00","","RON","10,00","RON","spalare exterior"
"2014-02-11","mancare","3,30","","RON","3,30","RON","lapte"
"2014-02-11","diverse","8,00","","RON","8,00","RON","husa pt telefonul lui Sergiu"
"2014-02-11","mancare","4,00","","RON","4,00","RON","painea bunicii"
"2014-02-10","pierderi","13,00","","RON","13,00","RON","???"
"2014-02-10","transport","4,00","","RON","4,00","RON","bilete RATT"
"2014-02-10","mancare","4,00","","RON","4,00","RON","covrigi cu ciupeci la pranz, cami"
"2014-02-09","donatie","100,00","","RON","100,00","RON","mamei lui Sergiu"
"2014-02-09","iesiri","27,00","","RON","27,00","RON","mancare duminica pe surianu"
"2014-02-09","iesiri","105,00","","RON","105,00","RON","puncte schi pe surianu, a 2 a zi"
"2014-02-08","motorina","150,00","","RON","150,00","RON","Alimentare la petrom cugir pentru schi"
"2014-02-08","iesiri","30,00","","RON","30,00","RON","Cazare, pfui ce fain ii, by cami"
"2014-02-08","iesiri","120,00","","RON","120,00","RON","Schi pass 2 x 20 puncte"
"2014-02-08","iesiri","22,00","","RON","22,00","RON","Mancare la baza partiei"
"2014-02-07","donatie","3,70","","RON","3,70","RON","Crema prajituri"
"2014-02-07","donatie","12,17","","RON","12,17","RON","Lapte si smantana"
"2014-02-07","iesiri","13,60","","RON","13,60","RON","Mancare de drum de la Billa"
"2014-02-07","iesiri","37,48","","RON","37,48","RON","Mancare pt. Munte"
"2014-02-07","donatie","3,70","","RON","3,70","RON","Zahar pt cugir"
"2014-02-07","cadouri","8,99","","RON","8,99","RON","Praline mama doina"
"2014-02-05","cadouri","15,00","","RON","15,00","RON","pt baby shower - Daniela"
"2014-02-05","mancare","7,70","","RON","7,70","RON","2 paini de la vaiova"
"2014-02-05","facturi","225,79","","RON","225,79","RON","curentul pe dec si ian"
"2014-02-03","cadouri","107,00","","RON","107,00","RON","halat pentru Sergiu"
"2014-02-02","diverse","10,00","","RON","10,00","RON","intrare in Flavia unde nu am gasit schiuri pentru Cami"
"2014-02-02","donatie","5,00","","RON","5,00","RON","la vox"
"2014-02-01","mancare","127,92","","RON","127,92","RON","mancare, fructe & stuff de la Auchan"
"2014-02-01","igiena","15,94","","RON","15,94","RON","tot ce ne trebuie"
"2014-02-01","casa","5,49","","RON","5,49","RON","desfundator de quivete granule"
"2014-02-01","masina","42,27","","RON","42,27","RON","lichid de parbiz (-30C), solutie anti-aburire, solutie dezghetare, lavete microfibre"
"2014-02-01","mancare","17,65","","RON","17,65","RON","2 pizza de la Auchan din calea sagului"
"2014-02-01","casa","130,48","","RON","130,48","RON","de la Jisk: perna (30), perdea(80), papuci de casa, perdea de dus"
"2014-02-01","imprumut","100,00","","RON","100,00","RON","piele pentru Florin"
"2014-02-01","masina","20,00","","RON","20,00","RON","spalat masina interior + exterior"
"2014-01-31","comisioane bancare","3,00","","RON","3,00","RON","homebank"
"2014-01-31","sanatate","25,00","","RON","25,00","RON","consult oftalmologic sergiu"
"2014-01-31","haine","50,00","","RON","50,00","RON","de la second hand"
"2014-01-30","electronice","548,00","","RON","548,00","RON","nokia 520 de pe pcgarage"
"2014-01-30","igiena","10,74","","RON","10,74","RON","tot ce ne trebuie ... the real thing!"
"2014-01-30","mancare","12,35","","RON","12,35","RON","paine si unt de la Vaiova (8.35 untul?!?!?)"
"2014-01-30","transport","4,00","","RON","4,00","RON","2 bilete ratt"
"2014-01-30","cadouri","10,50","","RON","10,50","RON","ceai si felicitare pt Florina"
"2014-01-30","diverse","5,00","","RON","5,00","RON","cotizatie colegiul farmacistilor 2014"
"2014-01-30","facturi","231,00","","RON","231,00","RON","impozit pe casa si masina"
"2014-01-29","dulciuri","15,05","","RON","15,05","RON","petit beure biscuiti, biscuiti inele, gogoasa umpluta, donut"
"2014-01-29","mancare","30,94","","RON","30,94","RON","banane, mineole, mere, pomelo, lapte, paine, chifle"
"2014-01-29","igiena","5,60","","RON","5,60","RON","tot ce ne trebuie contrafacut"
"2014-01-29","facturi","348,00","","RON","348,00","RON","intretinere luna dec"
"2014-01-29","haine","30,00","","RON","30,00","RON","de la daniela"
"2014-01-29","igiena","20,00","","RON","20,00","RON","tuns la daniels"
"2014-01-28","facturi","33,78","","RON","33,78","RON","orange. 6euro"
"2014-01-28","in oras","16,00","","RON","16,00","RON","celebrarea sesiunii lui Miri"
"2014-01-28","transport","5,00","","RON","5,00","RON","bilete RATT"
"2014-01-27","mancare","3,00","","RON","3,00","RON","paine"
"2014-01-27","in oras","16,00","","RON","16,00","RON","shaorma"
"2014-01-27","comisioane bancare","5,02","","RON","5,02","RON","tranzactie BCR locuinte"
"2014-01-26","motorina","150,00","","RON","150,00","RON","la intoarcere din Chisineu Cris"
"2014-01-26","donatie","5,00","","RON","5,00","RON","la chisinau cris in biserica"
"2014-01-25","donatie","30,67","","RON","30,67","RON","fructe pentru shake si suc naturala la Pecica"
"2014-01-25","cadouri","9,99","","RON","9,99","RON","lalele pentru mami Lidia"
"2014-01-25","diverse","12,99","","RON","12,99","RON","cutia pentru suruburi de la Lidl pecica"
"2014-01-25","donatie","115,50","","RON","115,50","RON","mami lidia de la pecica"
"2014-01-25","cadouri","25,00","","RON","25,00","RON","flori pentru Alina"
"2014-01-24","mancare","2,00","","RON","2,00","RON","paine de la vaiova"
"2014-01-24","dulciuri","9,35","","RON","9,35","RON","prajitura de vineri seara"
"2014-01-23","mancare","4,00","","RON","4,00","RON","covrigi la examen 1 covrig eu (1 leu) si 3 d-na soica"
"2014-01-23","in oras","20,00","","RON","20,00","RON","cu tabita razaila la biofresh"
"2014-01-22","mancare","24,00","","RON","24,00","RON","mancare de la Lidl"
"2014-01-22","cadouri","10,00","","RON","10,00","RON","bulbi de branduse pentru iubita mea sotie :)"
"2014-01-20","facturi","65,00","","RON","65,00","RON","UPC"
"2014-01-19","mancare","16,76","","RON","16,76","RON","unt, smantana, lapte"
"2014-01-19","igiena","6,49","","RON","6,49","RON","dizolvant lac unghii"
"2014-01-19","dulciuri","23,93","","RON","23,93","RON","fistic + pufuleti"
"2014-01-19","donatie","5,00","","RON","5,00","RON","colecta la VOX"
"2014-01-19","mancare","32,00","","RON","32,00","RON","flonta cu baietii"
"2014-01-18","mancare","32,00","","RON","32,00","RON","mancare de la real"
"2014-01-18","mancare","6,00","","RON","6,00","RON","mancare 2 pizza la real"
"2014-01-18","haine","5,00","","RON","5,00","RON","ciorapi sergiu"
"2014-01-18","sport","490,00","","RON","490,00","RON","clapari 330 hervis, casca 160 xsport pt Camiiiiii"
"2014-01-17","igiena","7,00","","RON","7,00","RON","albsorbante always"
"2014-01-16","donatie","200,00","","RON","200,00","RON","la OSCET din cei 10 % salar cami"
"2014-01-16","motorina","100,00","","RON","100,00","RON","de la mol"
"2014-01-16","mancare","4,25","","RON","4,25","RON","paine traditionala de la vaiova"
"2014-01-15","mancare","26,48","","RON","26,48","RON","banane, kiwi, lapte, oua, paine"
"2014-01-15","donatie","400,00","","RON","400,00","RON","10 % salar sergiu la vox"
"2014-01-14","diverse","10,00","","RON","10,00","RON","drumul pana la sofronia"
"2014-01-14","imprumut","1.800,00","","RON","1.800,00","RON","banii lui Miri inapoi"
"2014-01-14","mancare","7,50","","RON","7,50","RON","2 lei covrig
2,5 lei apa
3 lei covrigi la d-na codruta"
"2014-01-14","igiena","79,99","","RON","79,99","RON","crema normadrem de la vichy"
"2014-01-13","mancare","7,50","","RON","7,50","RON","paine si zahar de la vaiova"
"2014-01-13","sport","95,00","","RON","95,00","RON","geaca de schi la Cami de la TCM"
"2014-01-13","economii","1.000,00","","RON","1.000,00","RON","din salarul lui Sergiu"
"2014-01-11","mancare","5,00","","RON","5,00","RON","ulei"
"2014-01-11","dulciuri","5,00","","RON","5,00","RON","granini, pentru sticla!"
"2014-01-11","diverse","16,00","","RON","16,00","RON","bigudiuri"
"2014-01-10","telefon","27,68","","RON","27,68","RON","factura orange"
"2014-01-10","mancare","3,70","","RON","3,70","RON","painea bunici"
"2014-01-10","dulciuri","6,60","","RON","6,60","RON","prajotura de vineri seara"
"2014-01-09","mancare","9,78","","RON","9,78","RON","lapte de la lidl, si paine de la prospero"
"2014-01-09","mancare","13,40","","RON","13,40","RON","banane 1 kg si portocale 3 kg"
"2014-01-08","facturi","229,00","","RON","229,00","RON","intretinerea pe luna decembrie"
"2014-01-08","mancare","14,00","","RON","14,00","RON","ciuperci, mere, portocale"
"2014-01-08","igiena","10,95","","RON","10,95","RON","tot ce ne trebuie + servetele umede bebe"
"2014-01-07","mancare","6,00","","RON","6,00","RON","babane de la colt (au fost de fapt 5.48 lei, dar am pus 6 ca si asa ajung in pusculita restul si se ""pierd"")"
"2014-01-06","mancare","4,60","","RON","4,60","RON","covrig si apa la scoala"
"2014-01-06","dulciuri","3,00","","RON","3,00","RON","ciocolata cu alune la reducere de la Lidl"
"2014-01-06","mancare","35,00","","RON","35,00","RON","fructe, lapte, smantana, paine, ceai, iaurt de la Lidl"
"2014-01-05","donatie","10,00","","RON","10,00","RON","la vox colecta"
"2014-01-04","cadouri","71,97","","RON","71,97","RON","tastatura, stick wireless pt Sergiu, de Craciun de la e-mag"
"2014-01-04","casa","107,99","","RON","107,99","RON","mixer vertical philips, de la e-mag"
"2014-01-03","casa","42,11","","RON","42,11","RON","hartie igienica, ciff, rola pt haine, lingurita, prelungitor bucatarie, saci menajeri, rola servetele bucatarie"
"2014-01-03","igiena","6,60","","RON","6,60","RON","betisoare ureche, benzi epilatoare"
"2014-01-03","dulciuri","24,68","","RON","24,68","RON","fineti caserola mare, popcorn, saloane brad"
"2014-01-03","mancare","66,01","","RON","66,01","RON","lapte, oua, branza, fructe, iaurt,  cascaval, mustar, branza topita, unt de la auchan"
"2014-01-02","pierderi","4,00","","RON","4,00","RON","unde? nu stim.."
"2014-01-01","comisioane bancare","3,00","","RON","3,00","RON","homebankul"
"2014-01-01","donatie","2,00","","RON","2,00","RON","donatie la biserica din Pecica"
"2013-12-31","iesiri","28,33","","RON","28,33","RON","fructe pentru revelion si pt acasa"
"2013-12-31","igiena","8,09","","RON","8,09","RON","tot ce ne trebuie"
"2013-12-31","iesiri","11,98","","RON","11,98","RON","pt revelion , sampanie + ardei iute dela lidl"
"2013-12-31","igiena","6,99","","RON","6,99","RON","servetele ochelari"
"2013-12-31","masina","10,00","","RON","10,00","RON","spalat exterior la mall"
"2013-12-31","donatie","100,00","","RON","100,00","RON","fam sass"
"2013-12-30","motorina","100,00","","RON","100,00","RON","de la baia mare"
"2013-12-30","donatie","100,00","","RON","100,00","RON","mama lui sergiu"
"2013-12-29","casa","14,00","","RON","14,00","RON","ingerasi brazi"
"2013-12-29","cadouri","19,00","","RON","19,00","RON","cadou nicu si anca (craciunita si felicitare)"
"2013-12-29","donatie","20,00","","RON","20,00","RON","biserica cavnic + biruinta"
"2013-12-28","iesiri","20,00","","RON","20,00","RON","telescaun suior"
"2013-12-28","donatie","100,00","","RON","100,00","RON","pt fam sass din cei 10% ramasi"
"2013-12-28","motorina","217,75","","RON","217,75","RON","pt baia mare"
"2013-12-27","sanatate","23,80","","RON","23,80","RON","afrin si parasinus"
"2013-12-27","diverse","2,00","","RON","2,00","RON","pahare pt masina"
"2013-12-26","cadouri","12,00","","RON","12,00","RON","rafaelo la adi di moni"
"2013-12-25","donatie","20,00","","RON","20,00","RON","la vox si cugir"
"2013-12-24","igiena","3,00","","RON","3,00","RON","bic de ras"
"2013-12-24","donatie","34,00","","RON","34,00","RON","catre mama sergiu"
"2013-12-24","comisioane bancare","5,02","","RON","5,02","RON","comision de depunere economisire cei 9000 lei"
"2013-12-23","masina","80,00","","RON","80,00","RON","unghiul de fuga"
"2013-12-23","donatie","15,00","","RON","15,00","RON","cumparaturi craciun cugir"
"2013-12-23","haine","15,00","","RON","15,00","RON","ciorapi de la penny"
"2013-12-23","donatie","62,67","","RON","62,67","RON","cumparaturi pt craciun la cugir"
"2013-12-22","iesiri","15,00","","RON","15,00","RON","arahide si ciocolata. sibiu"
"2013-12-22","cadouri","10,00","","RON","10,00","RON","turta dulce de la targul de craciun sibiu. robert si radu"
"2013-12-22","iesiri","25,00","","RON","25,00","RON","fast food la sibiu. targ de craciun"
"2013-12-21","cadouri","17,00","","RON","17,00","RON","poze pt mame"
"2013-12-20","economii","1.000,00","","RON","1.000,00","RON","datoria de la elu"
"2013-12-20","facturi","65,00","","RON","65,00","RON","UPC"
"2013-12-20","pierderi","43,00","","RON","43,00","RON",""
"2013-12-20","diverse","19,50","","RON","19,50","RON","DVD-uri trimise prin posta spre Germania (16 timbru + 3.5 plicul = 19.5) si Franta (10)"
"2013-12-19","haine","22,00","","RON","22,00","RON","cusur fermoarul paltnului lui sergiu"
"2013-12-18","mancare","2,00","","RON","2,00","RON","covrig cu ciuperci"
"2013-12-18","cadouri","53,00","","RON","53,00","RON","biblia sanatatii femeii - ramona sorhent"
"2013-12-17","dulciuri","2,79","","RON","2,79","RON","snikers"
"2013-12-17","dulciuri","23,20","","RON","23,20","RON","placinta cu  branza si cu dovleac de la kauffland"
"2013-12-17","sanatate","3,00","","RON","3,00","RON","glicerina boraxata pentru afte in gura"
"2013-12-17","mancare","23,31","","RON","23,31","RON","zahar, cascaval, clementine de la Billa de langa noi"
"2013-12-17","masina","60,00","","RON","60,00","RON","schimbat cauciucurile si spalat exterior. (50 + 10)"
"2013-12-17","mancare","18,08","","RON","18,08","RON","iahnie, carnati, clementine si paine (vezi ca ti-a dat si Cristi 3 lei)"
"2013-12-17","dulciuri","1,85","","RON","1,85","RON","africana"
"2013-12-17","economii","2.240,00","","RON","2.240,00","RON","salar cami"
"2013-12-17","mancare","2,00","","RON","2,00","RON","covrig cu ciuperci"
"2013-12-17","haine","8,00","","RON","8,00","RON","fermoar pentru paltonul lui sergiu"
"2013-12-16","comisioane bancare","5,02","","RON","5,02","RON","2*2,51 lei -comisioanele la plata pentru BCR locuinta"
"2013-12-16","cadouri","59,80","","RON","59,80","RON","trepied pt. raluca"
"2013-12-16","mancare","17,27","","RON","17,27","RON","lapte si salam lidl"
"2013-12-15","cadouri","28,00","","RON","28,00","RON","vizita de impodobit brad la vio"
"2013-12-15","dulciuri","11,19","","RON","11,19","RON","placinta spirala cu branza"
"2013-12-15","donatie","10,00","","RON","10,00","RON","colecta la biserica Emanuel"
"2013-12-14","mancare","16,05","","RON","16,05","RON","branza, oua, cereale"
"2013-12-14","cadouri","43,00","","RON","43,00","RON","Robert de Craciun"
"2013-12-14","haine","169,90","","RON","169,90","RON","geaca lui Sergiu de la Decathlon"
"2013-12-14","cadouri","83,00","","RON","83,00","RON","costumas Simon"
"2013-12-14","motorina","284,95","","RON","284,95","RON","plinul"
"2013-12-14","igiena","15,00","","RON","15,00","RON","ultima tunsoare / 2013 - remember 2012? ..."
"2013-12-13","diverse","0,40","","RON","0,40","RON","xerox buletine"
"2013-12-13","mancare","4,50","","RON","4,50","RON","plescavita din complex"
"2013-12-12","dulciuri","2,00","","RON","2,00","RON","ciocolata africana sergiu"
"2013-12-12","mancare","23,92","","RON","23,92","RON","paine. clementine. portocale si  mancare la sergiu"
"2013-12-12","donatie","100,00","","RON","100,00","RON","la oscet"
"2013-12-12","donatie","400,00","","RON","400,00","RON","10 % la vox"
"2013-12-12","casa","19,97","","RON","19,97","RON","antimucegai. varf brad. stelute"
"2013-12-12","igiena","21,52","","RON","21,52","RON","absorbante, servetele"
"2013-12-12","mancare","24,40","","RON","24,40","RON","fructe, zahar , ciuperci, ceapa verde"
"2013-12-12","haine","23,00","","RON","23,00","RON","fustita, bluzite X 2"
"2013-12-11","telefon","31,14","","RON","31,14","RON","orange"
"2013-12-11","masina","735,00","","RON","735,00","RON","RCA"
"2013-12-11","dulciuri","8,58","","RON","8,58","RON","biscuiti"
"2013-12-11","mancare","13,52","","RON","13,52","RON","paine, lapte, smantana"
"2013-12-11","transport","2,00","","RON","2,00","RON","bilet ratt pt judetean"
"2013-12-11","mancare","7,00","","RON","7,00","RON","plescavita - pranz cami intre scoala si judetean"
"2013-12-10","haine","109,00","","RON","109,00","RON","cizmulite maro cami"
"2013-12-10","mancare","2,00","","RON","2,00","RON","covrig la scoala"
"2013-12-09","pierderi","9,00","","RON","9,00","RON","unde??? nu stim..."
"2013-12-09","curent","579,27","","RON","579,27","RON","regularizare din martie/aprilie"
"2013-12-09","mancare","3,70","","RON","3,70","RON","paine"
"2013-12-09","mancare","6,60","","RON","6,60","RON","apa + sandwich"
"2013-12-08","in oras","38,00","","RON","38,00","RON","kfc"
"2013-12-08","donatie","5,00","","RON","5,00","RON","colecta la vox"
"2013-12-07","cadouri","22,00","","RON","22,00","RON","carte despre casatorie la raluca"
"2013-12-07","diverse","70,00","","RON","70,00","RON","summitul global de conducere al lui sergiu"
"2013-12-07","haine","79,00","","RON","79,00","RON","pantaloni la Sergiu"
"2013-12-07","cadouri","19,00","","RON","19,00","RON","saloane la studentii de la farmacie"
"2013-12-06","dulciuri","10,00","","RON","10,00","RON","prajiturile de vineri seara"
"2013-12-06","mancare","2,00","","RON","2,00","RON","paine"
"2013-12-06","donatie","100,00","","RON","100,00","RON","10 % la oscet"
"2013-12-06","diverse","20,00","","RON","20,00","RON","legalizare diploma de facultate, pentru Vlad (15 lei) + adeverinta medicala (5 lei)"
"2013-12-05","mancare","10,00","","RON","10,00","RON","shaorma lui sergiu la lucru"
"2013-12-05","casa","5,00","","RON","5,00","RON","detergent vase"
"2013-12-05","mancare","25,00","","RON","25,00","RON","paine, lapte, fasole, ciolan"
"2013-12-05","mancare","2,80","","RON","2,80","RON","mustar"
"2013-12-04","mancare","3,50","","RON","3,50","RON","sandwich la scoala"
"2013-12-03","mancare","9,27","","RON","9,27","RON","lapte si paine"
"2013-12-03","diverse","29,00","","RON","29,00","RON","husa samsung galaxy young"
"2013-12-02","electronice","390,00","","RON","390,00","RON","ocos telefon, Cami"
"2013-12-02","transport","4,00","","RON","4,00","RON","2 bilete RATT"
"2013-11-30","comisioane bancare","3,00","","RON","3,00","RON","internet banking"
"2013-11-30","mancare","48,75","","RON","48,75","RON","condimente peste, ceaiuri, ulei, batoane pestete, branza si lamaie"
"2013-11-30","casa","29,02","","RON","29,02","RON","servetele, sprai de mobila, geamuri, desufndata conducte"
"2013-11-30","diverse","10,99","","RON","10,99","RON","4 bateri alkaline pentru frontala"
"2013-11-30","masina","13,99","","RON","13,99","RON","lichid de parbriz"
"2013-11-30","igiena","30,03","","RON","30,03","RON","tot ce ne trebuie, pasta de dinti, si sapun"
